"","source_id","Target","new_id","link","pubdate","source","tweet","post_method","user_statuses","user_following","user_followers","user_created_at","user_bio","user_location","lang","Person or source","News_Source","City","Province","Country","CBC","TweetToCBC","TweetToNOTCBC","mean(TweetToCBC)"
"2732",1550,"cbc",60923,"https://twitter.com/Bellalouis/statuses/909820433675022336",2017-09-18 13:44:00,"bellalouis","rt @cbc: start your day with a new smoothie recipe from @cbc_life and @joyoushealth! https://t.co/ouujovuv https://t.co/fnrftdew","Twitter Web Client",2689,169,41,"Mon Sep 21 23:51:21 +0000 2009","married and mother of two. work in a medical office.","canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2737",1553,"cbc",63420,"https://twitter.com/BelliesInc/statuses/909919824939241473",2017-09-18 20:19:00,"belliesinc","@jessi @cbcthegoods @cbc congrats!","Twitter for iPhone",4009,778,969,"Fri Jun 10 12:17:57 +0000 2011"," moms on a mummy tummy mission - who talk a lot about vaginas too! join our free facebook group for pregnant and new moms at https://t.co/qyscsatbc","canada - toronto and vancouver","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2746",1560,"cbc",45884,"https://twitter.com/Ben_Parsons__/statuses/909859046362107909",2017-09-18 16:17:00,"ben_parsons__","rt @cbcpolitics: canada won\'t do business with boeing while it\'s \'busy trying to sue us,\' trudeau says https://t.co/ynccn #hw #cdnpoli ","Twitter for Android",203,248,74,"Fri Aug 04 17:17:41 +0000 2017","account director, federal advocacy at counsel public affairs.",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2752",1566,"cbc",25401,"https://twitter.com/BenBrisebois/statuses/910253975655653376",2017-09-19 18:27:00,"benbrisebois","rt @pnpcbc: .@thejagmeetsingh on quebec\'s religious neutrality #bill #pnpcbc #qcpoli https://t.co/gyujgldi","Twitter for iPhone",14626,1753,2029,"Thu Oct 21 06:22:53 +0000 2010","kaze ni nare","winnipeg","und","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2758",1570,"cbc",63789,"https://twitter.com/bengigger/statuses/909934540730306560",2017-09-18 21:17:00,"bengigger","@boulechitte @lucgelinasrds @cbc @canadiensmtl   ","Twitter for iPad",48644,926,1363,"Wed Sep 05 00:32:18 +0000 2012","#adopt  ","th hole y par ","und","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2759",1570,"cbc",63847,"https://twitter.com/bengigger/statuses/909932443876102145",2017-09-18 21:09:00,"bengigger","@boulechitte @lucgelinasrds @cbc @canadiensmtl cool ca!","Twitter for iPad",48644,926,1363,"Wed Sep 05 00:32:18 +0000 2012","#adopt  ","th hole y par ","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2820",1589,"thecurrentcbc",81999,"https://twitter.com/benwedge/statuses/909842200162443264",2017-09-18 15:10:00,"benwedge","@brightwhite @gabwhite @oneredcatmedia @mikesavagehfx @thecurrentcbc exactly. and the transit plan was watered down  https://t.co/kaesafnnk","Twitter Web Client",41047,959,2281,"Tue Jan 06 13:01:13 +0000 2009","professional engineer, amateur urban planner, wannabe outdoorsman.","halifax, ns","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2821",1589,"thecurrentcbc",81989,"https://twitter.com/benwedge/statuses/909843617799458816",2017-09-18 15:16:00,"benwedge","rt @toxic_flange: @gabwhite @brightwhite @oneredcatmedia @mikesavagehfx @thecurrentcbc a better use of time and resources is making the cit ","Twitter Web Client",41047,959,2281,"Tue Jan 06 13:01:13 +0000 2009","professional engineer, amateur urban planner, wannabe outdoorsman.","halifax, ns","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2822",1589,"thecurrentcbc",81942,"https://twitter.com/benwedge/statuses/909841008296366081",2017-09-18 15:06:00,"benwedge","@gabwhite @brightwhite @oneredcatmedia @mikesavagehfx @thecurrentcbc rather than waste time on a no-hope bid, why n  https://t.co/qnxiuwu","Twitter Web Client",41046,959,2281,"Tue Jan 06 13:01:13 +0000 2009","professional engineer, amateur urban planner, wannabe outdoorsman.","halifax, ns","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2826",1593,"cbc",2,"https://twitter.com/Berleon3/statuses/910125263601700865",2017-09-19 09:55:00,"berleon3","@pnpcbc @andrewscheer bs   mr. scheer.  you can\'t become pm by talking like that.","Twitter Web Client",8431,835,215,"Tue Apr 30 10:48:52 +0000 2013",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2832",1596,"cbc",42365,"https://twitter.com/BernawWood/statuses/910349054248448001",2017-09-20 00:45:00,"bernawwood","rt @cbcpolitics: trudeau pledges to push through tax fairness agenda and defends own family\'s use of tax rules https://t.co/ugvshonby #hw ","Twitter for iPad",53443,2001,1527,"Sat Mar 08 12:49:23 +0000 2014","happy, healthy and loving my life.","moncton","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2837",1601,"cbc",62576,"https://twitter.com/BeTalentMinded/statuses/909884739061940224",2017-09-18 18:00:00,"betalentminded","join @cbc today as their new senior manager, native apps &amp; kids: https://t.co/rpxvbnpwq #techto #digitaloperations  https://t.co/zvkpdu","eClincher",1828,1667,844,"Thu Dec 11 21:23:32 +0000 2014","we tweet about jobs with awesome companies around the world and all things talent acquisition. tweets by @kimbenedict / @recruiterspence","canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2838",1601,"cbc",65432,"https://twitter.com/BeTalentMinded/statuses/910126331802918912",2017-09-19 10:00:00,"betalentminded",".@cbc is hiring a senior #systemsadmin: https://t.co/cqpqsdcrmp #java #php #javascript #postgressql #jira  https://t.co/hiktqbonzw","eClincher",1829,1668,847,"Thu Dec 11 21:23:32 +0000 2014","we tweet about jobs with awesome companies around the world and all things talent acquisition. tweets by @kimbenedict / @recruiterspence","canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2840",1603,"heartlandoncbc",67732,"https://twitter.com/BethanieHorton5/statuses/910213424428265472",2017-09-19 15:46:00,"bethaniehorton5","rt @heartlandoncbc: here you go fans. lots more of this come sunday when season  premieres at ;pm on @cbc                                                 #iloveheartland @graham ","Twitter Lite",404,89,17,"Sun Feb 26 01:22:26 +0000 2017","mother~my son is my pride & joy~love family & friends~love animals~horses & snakes my favorite*","south carolina, usa","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2841",1603,"heartlandoncbc",67582,"https://twitter.com/BethanieHorton5/statuses/910210926636355584",2017-09-19 15:36:00,"bethaniehorton5","@heartlandoncbc @cbc @graham @amber_marshall i can\'t wait for air in us!!!!!!","Twitter Lite",403,89,16,"Sun Feb 26 01:22:26 +0000 2017","mother~my son is my pride & joy~love family & friends~love animals~horses & snakes my favorite*","south carolina, usa","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2842",1604,"cbc",60729,"https://twitter.com/BethanyColl123/statuses/909812486215520257",2017-09-18 13:12:00,"bethanycoll123","rt @cbc: #polaris:  things you didn\'t know about gord downie\'s secret path https://t.co/qtiimaniv https://t.co/vboazazbe","Twitter Web Client",3849,394,114,"Tue May 24 01:15:49 +0000 2011","hypochondriac with personal space issues. less/fewer errors are not overlooked.",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2856",1617,"cbc",60303,"https://twitter.com/Bev_Didier/statuses/909789489471545345",2017-09-18 11:41:00,"bev_didier","i do not want to listen to @realdonaldtrump. i do not want to hear his arrogant voice. got it @msnbc @cnn @abc @cbc @nbc?","Twitter Web Client",38474,1112,1018,"Wed Mar 18 14:11:20 +0000 2009","i don\'t interact with hrc & barack obama haters. my choice to block haters and snarky tweeters w/o notice. no lists w/o permission #theresistance","usa","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2912",1641,"cbc",51201,"https://twitter.com/BHIVE_Bee/statuses/909900611373731842",2017-09-18 19:03:00,"bhive_bee","canada won\'t do business with boeing while it\'s \'busy trying to sue us,\' trudeau says #cbc #business https://t.co/ooqxtag","SocialOomph",15190,1315,1968,"Sat Sep 07 11:28:14 +0000 2013","sharing the latest news for our growing @bhivec community. for more about who we are check out https://t.co/othnkvrk. #bhive #savethebees #canadianowned","liberty village, toronto","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2913",1642,"cbc",51200,"https://twitter.com/BHIVE_Bee4/statuses/909900612875247616",2017-09-18 19:03:00,"bhive_bee4","canada won\'t do business with boeing while it\'s \'busy trying to sue us,\' trudeau says #cbc #business https://t.co/tnxhzdfqni","SocialOomph",15407,2974,1686,"Sat Aug 31 05:06:22 +0000 2013","sharing the latest news for our growing @bhivec community. for more about who we are check out https://t.co/othnkvrk. #bhivelabs #savethebees #canadianowned","toronto, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2914",1643,"cbc",51202,"https://twitter.com/BHIVEBees/statuses/909900609385566208",2017-09-18 19:03:00,"bhivebees","canada won\'t do business with boeing while it\'s \'busy trying to sue us,\' trudeau says #cbc #business https://t.co/jgvszsualc","SocialOomph",12905,2632,2954,"Sat Aug 31 12:41:07 +0000 2013","organic community developers. find out how: https://t.co/othnkvrk. moderated by cio @rodponce. #savethebees #bees #bhivelabs","canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2918",1647,"cbc",15295,"https://twitter.com/bialia/statuses/910202310386577408",2017-09-19 15:01:00,"bialia","rt @cbcedmonton: an #ableg committee voted against an ndp mla\'s proposal to squash the practice of changing clocks twice a year. https://t. ","Twitter Web Client",5954,545,523,"Wed Apr 15 22:57:08 +0000 2009","@quichesucks # fan, happy mom of one, happy year round #yegbike commuter, musicer, video gamer, dorker, inglewood             ","#yeg via the maritimes","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2921",1649,"heartlandoncbc",67448,"https://twitter.com/bibicookie1/statuses/910200919601684480",2017-09-19 14:56:00,"bibicookie1","rt @heartlandoncbc: here you go fans. lots more of this come sunday when season  premieres at ;pm on @cbc                                                 #iloveheartland @graham ","Twitter for Android",17280,110,465,"Fri Oct 11 19:54:59 +0000 2013",".. mon amour            /machou            ",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2924",1652,"cbc",35960,"https://twitter.com/biff_hooper/statuses/910316620668575744",2017-09-19 22:36:00,"biff_hooper","rt @stephen_taylor: hey cbc, ""tax fairness agenda""... trudeau\'s words or yours? or same thing? https://t.co/cmkkdsson","TweetCaster for Android",2252,146,39,"Mon Mar 02 02:02:17 +0000 2015",NA,"canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2925",1653,"cbc",576,"https://twitter.com/big_catsf/statuses/910115739574636545",2017-09-19 09:17:00,"big_catsf","@concretemayor @cbcnews @justintrudeau you clearly did not read the article,it\'s the conservatives that want all th  https://t.co/rsdmheg","Twitter for iPad",9936,71,70,"Thu Jul 28 20:58:41 +0000 2016","politics , animal right activist, movies and blue jays","canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"2926",1653,"cbc",530,"https://twitter.com/big_catsf/statuses/910116567815421952",2017-09-19 09:21:00,"big_catsf","@willy @cbcnews stop with the lies all trudeau wants is for the wealthiest ppl to pay their fair share,no loop  https://t.co/wyaqdooi","Twitter for iPad",9936,71,70,"Thu Jul 28 20:58:41 +0000 2016","politics , animal right activist, movies and blue jays","canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"3041",1676,"icbc",97784,"https://twitter.com/BigEddy5/statuses/909861049125322752",2017-09-18 16:25:00,"bigeddy5","rt @icbc: wow,  tickets in  hours! #crd drivers who couldn\'t take a break from their phone are down $! https://t.co/zzbxvr #eyesf ","Twitter for iPhone",573,88,22,"Sat Mar 15 04:46:11 +0000 2014",NA,NA,"en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"3042",1676,"icbc",97764,"https://twitter.com/BigEddy5/statuses/909861660889776129",2017-09-18 16:28:00,"bigeddy5","rt @icbc: pictures worth a thousand words! think of these #brackendale students &amp; stay off your phone while driving https://t.co/tztdufnn ","Twitter for iPhone",573,88,22,"Sat Mar 15 04:46:11 +0000 2014",NA,NA,"en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"3053",1681,"cbc",43042,"https://twitter.com/bigmerse/statuses/909838119813382145",2017-09-18 14:54:00,"bigmerse","@cbcnews trudeau is a sham.  bring back harper.","Twitter for iPhone",1608,19,14,"Thu Nov 12 23:04:35 +0000 2009",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"3083",1692,"cbc",21216,"https://twitter.com/Bill_Henwood/statuses/910231576495185920",2017-09-19 16:58:00,"bill_henwood","rt @stephen_taylor: hey cbc, ""tax fairness agenda""... trudeau\'s words or yours? or same thing? https://t.co/cmkkdsson","Twitter for Android",13375,497,690,"Wed Sep 16 16:31:05 +0000 2015","don\'t blame me...i voted conservative.","atlantic canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"3085",1694,"cbc",62014,"https://twitter.com/Bill_Owen/statuses/909861451111833600",2017-09-18 16:27:00,"bill_owen","@longbroscomedy @emptywheel he\'s also @cbc\'s goto guy for all things american and israeli.","Twitter Web Client",136793,3975,3231,"Mon Mar 16 03:03:13 +0000 2009","| political | cats | bikes | civil rights | tech | photography","ottawa","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"3110",1702,"cbc",46945,"https://twitter.com/billm9/statuses/909865698121457664",2017-09-18 16:44:00,"billm9","rt @cbcpolitics: updated: justin trudeau, theresa may pledge cooperation on boeing, post-brexit trade deal https://t.co/ivsyer https:// ","Twitter for iPhone",340511,4933,2430,"Mon Mar 23 01:21:25 +0000 2009","""the pump don\'t work \'cause the vandals took the handles.""","singapore","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"3116",1705,"thecurrentcbc",84550,"https://twitter.com/billnama/statuses/910338584166699008",2017-09-20 00:03:00,"billnama","rt @thecurrentcbc: why @caroloffcbc stepped over a journalistic line and got involved bringing an afghan family to canada. https://t.co/mvg ","Twitter Web Client",4684,857,1402,"Tue Mar 17 16:03:59 +0000 2009","executive director for the grand council of the crees (eeyou istchee) + cree nation govt.  james bay, quebec. representing ,","cree embassy in ottawa","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"3140",1718,"cbc",42021,"https://twitter.com/bingorage/statuses/910351290609397762",2017-09-20 00:53:00,"bingorage","rt @cbcindigenous: andrew scheer \'condemns\' lynn beyak\'s take on first nations issues, but leaves her in caucus https://t.co/ycynvgiy htt ","Twitter for Android",7034,159,167,"Mon Jun 09 11:03:47 +0000 2008","eric c. keast; artist, ojibway.   painter, sculptor, beadwork, metalwork, stuff.","nw ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"3178",1732,"cbc",69616,"https://twitter.com/bitchy_buddhist/statuses/910294797243609088",2017-09-19 21:09:00,"bitchy_buddhist","rt @cbctom: hey its @wkamaubell on @cbc tonight with @rickmercer https://t.co/qkyvmqa","Twitter for iPhone",10103,115,3289,"Fri Jul 14 21:16:26 +0000 2017","still seeking inner peace via red wine and chocolate.",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"3181",1735,"cbc",69665,"https://twitter.com/bitterasiandude/statuses/910299859181232128",2017-09-19 21:29:00,"bitterasiandude","rt @silverrock: @kimsconvenience @cbc @bitterasiandude i\'m the first person in line                                                 ","Twitter for iPhone",14989,1327,3849,"Tue Jun 30 02:10:04 +0000 2009","father. husband. actor. writer. geek. canadian screen award winner. i play appa on cbc\'s kim\'s convenience. #okseeyou",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"3182",1735,"cbc",70186,"https://twitter.com/bitterasiandude/statuses/910325405101387776",2017-09-19 23:11:00,"bitterasiandude","rt @silverrock: ok, this is adorable and i\'m so stoked. @kimsconvenience @cbc @bitterasiandude https://t.co/pfczejvtuc","Twitter for iPhone",14999,1327,3850,"Tue Jun 30 02:10:04 +0000 2009","father. husband. actor. writer. geek. canadian screen award winner. i play appa on cbc\'s kim\'s convenience. #okseeyou",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
